緯度,経度,名称,住所,区,種別,電話番号,定員,保育時間,対象
35.85671168,139.6121069,アルページュ保育園桜,埼玉県さいたま市桜区道場2-16-7ドリーミーハウス1階,桜区,小規模保育,048-826-5715,19,7:15～18:45,6か月～2歳
35.8583058,139.6294974,こびとの森乳幼児園,埼玉県さいたま市桜区西堀7-17-28,桜区,小規模保育,048-762-8671,19,7:30～18:30,57日～2歳
35.84454707,139.6308935,ベル保育園,埼玉県さいたま市桜区田島2-17-11ブリサマナール101,桜区,小規模保育,048-845-1234,12,7:30～19:00,6か月～2歳
35.84449146,139.628277,さくら保育園西浦和ルーム,埼玉県さいたま市桜区田島5-13-2,桜区,小規模保育,048-863-0201,19,7:30～19:00,6か月～2歳
35.86177312,139.6581313,さくら保育園浦和東口ルーム,埼玉県さいたま市浦和区東仲町19-20第2メゾンクレール東仲町1階,浦和区,小規模保育,048-753-9674,19,7:30～19:00,6か月～2歳
35.85686723,139.6462398,保育園キッズ・マリーナ浦和園,埼玉県さいたま市浦和区高砂4-6-3ヴィラ鹿島台102,浦和区,小規模保育,048-711-2266,19,7:30～19:00,3か月～2歳
35.87085408,139.6457388,保育所まぁむ北浦和駅前園,埼玉県さいたま市浦和区常盤9-19-9,浦和区,小規模保育,048-824-5762,19,7:15～19:15,57日～2歳
35.86702,139.65742,なかよしハッピー保育室,埼玉県さいたま市浦和区本太4-10-2,浦和区,小規模保育,048-887-5581,19,7:30～19:00,57日～2歳
35.87175672,139.6425552,なでしこキッズルーム北浦和,埼玉県さいたま市浦和区常盤9-33-7ピアカーサ1階,浦和区,小規模保育,048-711-2433,19,7:30～19:30,57日～2歳
35.86903767,139.6416538,正光寺保育園北浦和園,埼玉県さいたま市浦和区常盤10-2-4,浦和区,小規模保育,048-711-8392,19,7:30～19:00,57日～2歳
35.86790117,139.6504425,アルページュ保育園常盤,埼玉県さいたま市浦和区常盤3-1-13 2階,浦和区,小規模保育,048-822-1185,12,7:30～18:30,6か月～2歳
35.86177133,139.6570008,保育園フェアリーテイルにじ,埼玉県さいたま市浦和区東仲町7-11,浦和区,小規模保育,048-883-2345,19,7:30～19:00,9か月～2歳
35.85970987,139.6578459,正光寺保育園浦和園,埼玉県さいたま市浦和区東仲町11-13ドゥベルメゾン浦和1階,浦和区,小規模保育,048-762-3823,19,7:30～19:00,57日～2歳
35.85983295,139.6480532,まーぶる保育園浦和園,埼玉県さいたま市浦和区仲町3-7-5ベルジュ浦和仲町101,浦和区,小規模保育,048-767-3105,19,7:30～19:00,57日～2歳
35.85619225,139.6511672,はっぴー保育園浦和園,埼玉県さいたま市浦和区岸町7-12-1,浦和区,小規模保育,048-872-0881,19,7:30～19:00,6か月～2歳
35.85065651,139.6528182,保育園かまちＢａｍｂｉｎｉ,埼玉県さいたま市浦和区岸町5-10-19,浦和区,小規模保育,048-711-4125,19,7:45～19:00,43日～2歳
35.88135293,139.6407732,ぞうさんのおうち,埼玉県さいたま市浦和区針ヶ谷2-2-10,浦和区,小規模保育,048-832-5164,19,7:30～18:30,2か月～2歳
35.86037572,139.6568621,みずほ保育園浦和北口,埼玉県さいたま市浦和区東仲町9-5KUMAビル2階,浦和区,小規模保育,048-811-3240,19,7:30～19:30,43日～2歳
35.86037572,139.6568621,みずほ保育園東仲町,埼玉県さいたま市浦和区東仲町9-5KUMAビル2階,浦和区,小規模保育,048-871-3240,19,7:30～19:30,43日～2歳
35.86534995,139.6513592,アルタベビー浦和園,埼玉県さいたま市浦和区東仲町17-11サンハウス1階,浦和区,小規模保育,048-767-4646,19,7:30～19:00,57日～2歳
35.89000336,139.640319,保育園ミルキーウェイ上木崎園,埼玉県さいたま市浦和区上木崎2-7-13メディカルモール新都心1階,浦和区,小規模保育,048-835-4152,19,7:15～19:15,57日～2歳
35.88609827,139.6434032,保育園ミルキーウェイ与野園,埼玉県さいたま市浦和区上木崎4-1-16グリーンハイツ1階,浦和区,小規模保育,048-762-6575,19,7:15～19:15,57日～2歳
35.87105408,139.6423459,森のおうちひよこルーム,埼玉県さいたま市浦和区常盤9-30-16政紙ビル2階,浦和区,小規模保育,048-832-6540,19,7:30～19:00,6か月～2歳
35.86133373,139.653833,リップル保育園浦和,埼玉県さいたま市浦和区仲町1-11-18ユーネックスハイム1階,浦和区,小規模保育,048-711-9307,19,7:30～19:00,6か月～2歳
35.87304959,139.6419976,はちみつ保育園,埼玉県さいたま市浦和区北浦和5-5-20シャテロ北浦和1階,浦和区,小規模保育,048-826-2050,19,7:00～19:00,5か月～2歳
35.87192,139.64152,保育所まぁむ第二北浦和園,埼玉県さいたま市浦和区常盤10-10-14 2F,浦和区,小規模保育,048-831-9501,19,7:15～19:15,57日～2歳
35.87356078,139.6539693,うぐす保育園北浦和,埼玉県さいたま市浦和区元町2-23-15,浦和区,小規模保育,048-813-0880,19,7:30～19:00,3か月～2歳
35.87017971,139.6459134,フェアリーテイルほし,埼玉県さいたま市浦和区常盤9-19-4P’sスクエア常盤1階,浦和区,小規模保育,048-824-0565,19,7:30～19:00,9か月～2歳
35.86517,139.65117,アルタベビー浦和常盤園,埼玉県さいたま市浦和区常盤2-11-22リバシイー浦和常盤1階,浦和区,小規模保育,048-789-7793,19,7:30～19:00,57日～2歳
35.85848566,139.653601,保育園プ・アン,埼玉県さいたま市浦和区高砂2-11-14文教堂ビル3階,浦和区,小規模保育,048-835-6770,19,7:30～18:30,1歳～2歳
35.858106,139.650812,ルアナ保育園浦和,埼玉県さいたま市浦和区仲町2-16-5　1階,浦和区,小規模保育,048-767-8306,15,7:30～19:00,3か月～2歳
35.85793823,139.6529645,彩の調保育園浦和高砂,埼玉県さいたま市浦和区高砂2-10-1グローバル高砂2階,浦和区,小規模保育,048-767-7916,19,7:30～19:00,4か月～2歳
35.88394,139.64101,与野はっぴー保育園,埼玉県さいたま市浦和区針ヶ谷3-6-4,浦和区,小規模保育,048-834-0881,17,7:30～19:00,6か月～2歳
35.8574314,139.6533888,保育ルームぞうさんのいえ浦和駅前,埼玉県さいたま市浦和区高砂2-5-5KIビル2階,浦和区,小規模保育,048-626-6555,19,7:00～19:00,3か月～2歳
35.857797,139.655039,浦和センター保育園,埼玉県さいたま市浦和区高砂2-6-3　ファーストセンタービル3階,浦和区,小規模保育,048-767-8833,19,7:30～19:00,6か月～2歳
35.87399554,139.6453123,ひまり保育園,埼玉県さいたま市浦和区北浦和3-9-6goodhill北浦和Ⅶ2階,浦和区,小規模保育,048-767-4445,19,7:00～19:00,43日～2歳
35.86096854,139.6541561,プレキンダーひかり,埼玉県さいたま市浦和区仲町1-10-17,浦和区,小規模保育,048-753-9190,15,7:30～19:00,6か月～2歳
35.85316378,139.6545775,Ｏｈａｎａ浦和保育園,埼玉県さいたま市浦和区岸町6-1-7　1階,浦和区,小規模保育,048-816-5483,19,7:30～19:00,9か月～2歳
35.87856006,139.6622843,なかよし保育室,埼玉県さいたま市浦和区瀬ヶ崎2-16-5,浦和区,小規模保育,048-881-8996,19,7:30～19:00,57日～2歳
35.87308378,139.660276,さくら保育園第２駒場ルーム,埼玉県さいたま市浦和区駒場2-7-3カーザ・ディ・ルーチェ1階,浦和区,小規模保育,048-887-8878,19,7:30～19:00,6か月～2歳
35.85544076,139.646592,ココス・キッズワールド保育室,埼玉県さいたま市南区別所3-13-22ライオンズマンション浦和県庁前102,南区,小規模保育,048-865-5799,15,7:30～19:30,6か月～2歳
35.84581908,139.666953,輝萌の森南浦和園,埼玉県さいたま市南区南本町1-14-5第3小池ビル103,南区,小規模保育,048-705-4191,19,7:30～19:00,6か月～2歳
35.84446253,139.6424194,ゆめの樹ベビー保育園,埼玉県さいたま市南区鹿手袋5-5-12,南区,小規模保育,048-711-4445,19,7:15～19:15,57日～2歳
35.84452228,139.6713839,保育園ミルクハウス,埼玉県さいたま市南区文蔵1-3-6もりビルⅠ1階,南区,小規模保育,048-866-9819,19,7:30～19:00,43日～2歳
35.84351677,139.653874,保育園キッズ・マリーナ,埼玉県さいたま市南区白幡4-14-22ウェルトップ1階,南区,小規模保育,048-764-9803,19,7:30～19:00,3か月～2歳
35.8298504,139.6614156,辻さくら保育園,埼玉県さいたま市南区辻8-21-16,南区,小規模保育,048-799-3331,19,7:30～19:00,6か月～2歳
35.84862409,139.6731399,小鳩スマート保育所南浦和,埼玉県さいたま市南区南浦和3-16-18,南区,小規模保育,048-799-2214,19,7:30～19:00,57日～2歳
35.84078491,139.6345109,Ｏｈａｎａ武蔵浦和保育園,埼玉県さいたま市南区四谷1-5-1 205,南区,小規模保育,048-799-3774,19,7:30～19:00,9か月～2歳
35.84562959,139.6722968,保育所まぁむ南浦和園,埼玉県さいたま市南区南浦和3-31-18,南区,小規模保育,048-881-8851,19,7:15～19:15,57日～2歳
35.84501,139.67267,小鳩家庭保育室,埼玉県さいたま市南区南浦和3-33-6,南区,小規模保育,048-711-1823,19,7:30～19:00,57日～2歳
35.84373461,139.645887,いちご武蔵浦和駅前保育園,埼玉県さいたま市南区沼影1-13-1プラウドタワー武蔵浦和ナリアテラス202,南区,小規模保育,048-838-0070,19,7:30～18:30,1歳～2歳
35.86279985,139.6789111,ちゅうりっぷ保育園,埼玉県さいたま市南区大谷口983-2,南区,小規模保育,048-884-1382,12,7:30～18:30,3か月～2歳
35.84581753,139.6441759,保育ルームスター☆キッズ武蔵浦和園,埼玉県さいたま市南区別所7-14-46,南区,小規模保育,048-837-1250,19,7:30～19:00,6か月～2歳
35.8390878,139.6510267,保育園ハニーハウス武蔵浦和園,埼玉県さいたま市南区白幡5-8-10カウニスコティ1号室,南区,小規模保育,048-699-7437,19,7:30～19:00,90日～2歳
35.83733803,139.6724338,正光寺保育園南浦和園,埼玉県さいたま市南区文蔵3-29-12,南区,小規模保育,048-829-7891,19,7:30～19:00,57日～2歳
35.86279985,139.6789111,ちゅうりっぷ第２保育園,埼玉県さいたま市南区大谷口972-2シャンブル・ドゥ・ミヤザキⅠ101号室,南区,小規模保育,048-884-1382,9,7:30～18:30,3か月～2歳
35.85516,139.69008,こもれび保育園大谷口,埼玉県さいたま市南区大谷口2161-1,南区,小規模保育,048-767-4865,19,7:00～19:00,3か月～2歳
35.84478875,139.6656694,みらいステップ南浦和園,埼玉県さいたま市南区南本町1-17-14,南区,小規模保育,048-872-3355,19,7:30～19:00,6か月～2歳
35.8473764,139.6399212,森のなかま保育園武蔵浦和ルーム,埼玉県さいたま市南区鹿手袋4-31-17,南区,小規模保育,048-844-1711,19,7:00～19:00,3か月～2歳
35.84581831,139.666996,あい保育園,埼玉県さいたま市南区南本町1-14-5第3小池ビル102,南区,小規模保育,048-705-4191,19,7:30～19:00,6か月～2歳
35.84898421,139.6658374,彩の調保育園南浦和　風,埼玉県さいたま市南区南本町2-21-9ホワイトキャッスル202号室,南区,小規模保育,048-711-5974,19,7:30～19:00,4か月～2歳
35.84735666,139.6674284,南浦和はっぴー保育園,埼玉県さいたま市南区南本町2-12-3南浦和メディカルセンタービル1階,南区,小規模保育,048-832-0881,19,7:30～19:00,6か月～2歳
35.84946465,139.6492605,武蔵浦和はっぴー保育園,埼玉県さいたま市南区別所1-24-15,南区,小規模保育,048-865-0881,19,7:30～19:00,6か月～2歳
35.85222073,139.6372928,アルページュ保育園中浦和,埼玉県さいたま市南区関1-6-3 1階,南区,小規模保育,048-862-2225,17,7:30～18:30,6か月～2歳
35.84281683,139.6640402,南浦和ファーストスター保育園,埼玉県さいたま市南区根岸3-1-15第三コーポミナミ1階,南区,小規模保育,048-839-3000,19,7:00～19:00,3か月～2歳
35.84913476,139.6398181,はるか保育園,埼玉県さいたま市南区鹿手袋4-4-6,南区,小規模保育,048-826-6808,19,7:30～19:00,3か月～2歳
35.84603404,139.6425779,つくしナーサリーむさしうらわ,埼玉県さいたま市南区別所7-19-19,南区,小規模保育,048-861-4852,19,7:30～18:45,1歳～2歳
35.84696732,139.6670296,彩の調保育園南浦和　雲,埼玉県さいたま市南区南本町2-3-7グレイス南本町ビル2階,南区,小規模保育,048-789-7867,19,7:30～19:00,4か月～2歳
35.84688222,139.6711058,保育園ミルクハウス・ポケット,埼玉県さいたま市南区南浦和2-45-1グランジュール南浦和201,南区,小規模保育,048-882-9887,17,7:30～19:00,43日～2歳
35.8642,139.70363,まあれ愛恵保育園,埼玉県さいたま市緑区東浦和1-3-10篠原ビル2階,緑区,小規模保育,048-810-4606,19,7:30～19:30,43日～2歳
35.86827128,139.6986419,野の花保育園,埼玉県さいたま市緑区東浦和4-24-10,緑区,小規模保育,048-874-0160,19,7:30～19:00,6か月～2歳
35.86592,139.70364,なでしこキッズルーム東浦和,埼玉県さいたま市緑区東浦和4-1-21大東ビル1階,緑区,小規模保育,048-712-8302,19,7:30～19:30,57日～2歳
35.88990853,139.6689629,くまの子倶楽部三室保育園,埼玉県さいたま市緑区三室498-1,緑区,小規模保育,048-678-7272,19,7:30～19:30,6か月～2歳
35.89422839,139.7275907,浦和美園駅ひまわり保育室,埼玉県さいたま市緑区美園4-12（浦和美園駅東口側1階）,緑区,小規模保育,048-798-1404,11,7:30～18:30,1歳～2歳
35.8626197,139.6966822,のびっこ保育園ひよこルーム,埼玉県さいたま市緑区東浦和2-65-2-101,緑区,小規模保育,048-873-4524,12,7:00～19:00,43日～2歳
35.8626197,139.6966822,のびっこ保育園うさぎルーム,埼玉県さいたま市緑区東浦和2-65-2-102,緑区,小規模保育,048-873-4524,19,7:00～19:00,43日～2歳
35.86835637,139.7041538,ぴよぴよ第２保育園,埼玉県さいたま市緑区東浦和5-18-3,緑区,小規模保育,048-767-4800,18,7:30～19:00,3か月～2歳
35.89388344,139.7253881,アルタベビー美園駅前園,埼玉県さいたま市緑区下野田527ベレッツァ1階A号室,緑区,小規模保育,048-767-7483,19,7:30～19:00,57日～2歳
35.89417871,139.7287493,フォーマミー浦和美園保育園,埼玉県さいたま市緑区美園4-11-4グレースタウンミソノビル1階,緑区,小規模保育,048-711-5133,19,7:00～19:00,57日～2歳
35.89374089,139.7282285,アルタベビー美園東園,埼玉県さいたま市緑区美園4-11-8,緑区,小規模保育,048-829-7527,19,7:30～19:00,57日～2歳
35.896815,139.723719,浦和美園駅西口ひまわり保育室,埼玉県さいたま市緑区南部領辻字円城寺4160,緑区,小規模保育,048-798-1404,18,7:30～18:30,1歳～2歳
35.89182511,139.7276117,きらら・キッズみその,埼玉県さいたま市緑区下野田123-2,緑区,小規模保育,048-716-5100,19,7:00～19:00,6か月～2歳
35.897459,139.727677,すてっぷ保育園浦和美園,埼玉県さいたま市緑区美園3-9-16エース美園第1ビルA,緑区,小規模保育,048-711-5880,19,7:30～19:00,57日～2歳
35.8933669,139.7315375,保育ルームぞうさんのいえ浦和美園,埼玉県さいたま市緑区美園5-45-12 1F,緑区,小規模保育,048-711-6135,19,7:00～19:00,3か月～2歳
35.88145,139.67798,ひだまり園,埼玉県さいたま市緑区三室1621-13,緑区,小規模保育,048-873-9391,11,7:30～19:30,57日～2歳
35.88783101,139.7308394,どんぐり保育園,埼玉県さいたま市緑区大門2755-28,緑区,小規模保育,048-878-3433,11,7:30～19:00,57日～2歳
35.86127002,139.6983194,保育ルームぞうさんのいえ本館,埼玉県さいたま市緑区東浦和2-48-3 1階,緑区,小規模保育,048-876-1008,19,7:30～19:00,3か月～2歳
35.86127002,139.6983194,保育ルームぞうさんのいえ新館,埼玉県さいたま市緑区東浦和2-48-3 1階,緑区,小規模保育,048-874-7800,19,7:30～19:00,3か月～2歳
35.99151145,139.700018,鹿室めぐみ保育園,埼玉県さいたま市岩槻区鹿室925-1,岩槻区,小規模保育,048-797-5370,19,7:30～19:00,3か月～2歳
35.95408291,139.6962178,ふるーる保育園岩槻駅前,埼玉県さいたま市岩槻区愛宕町4-21,岩槻区,小規模保育,048-872-6428,16,7:30～19:00,3か月～2歳
35.94921946,139.6944947,ＭＩＲＡＴＺ岩槻保育園,埼玉県さいたま市岩槻区本町3-11-2 1階,岩槻区,小規模保育,048-796-4225,19,7:00～19:00,57日～2歳
35.92684,139.56731,おうぎの森第二保育園,埼玉県さいたま市西区高木602-1,西区,事業所内保育,048-625-7864,7,7:00～18:00,57日～2歳
35.94637,139.60201,コスモス保育園大宮奈良町園,埼玉県さいたま市北区奈良町39-6,北区,事業所内保育,048-654-0023,6,8:00～19:00,57日～2歳
35.953891,139.601985,コスモス保育園大宮別所園,埼玉県さいたま市北区別所町1122-3フェリシテ1F,北区,事業所内保育,048-662-9370,13,7:30～19:00,57日～2歳
35.944781,139.6167976,Hug-Hug保育園,埼玉県さいたま市北区宮原町2-101-1,北区,事業所内保育,048-654-0781,9,7:45～18:45,1歳～2歳
35.93095,139.66434,タムロンキッズ保育園,埼玉県さいたま市見沼区蓮沼1379-1,見沼区,事業所内保育,048-812-8811,5,7:00～19:00,57日～2歳
35.91587551,139.6530879,こまどりピヨピヨ保育園,埼玉県さいたま市見沼区南中丸561,見沼区,事業所内保育,048-683-2189,9,7:30～18:30,1歳～2歳
35.93012283,139.6668477,なかよしにこにこ保育園,埼玉県さいたま市見沼区東門前29,見沼区,事業所内保育,048-812-7757,5,7:30～18:30,6か月～2歳
35.88930602,139.6146539,たまご保育所,埼玉県さいたま市中央区本町西5-4-1,中央区,事業所内保育,048-859-8031,6,7:30～20:00,57日～2歳
35.89198304,139.6147366,イオンモール与野ルピナス保育園,埼玉県さいたま市中央区本町西5-2-9イオンモール与野1階,中央区,事業所内保育,048-851-0009,11,7:30～19:00,6か月～2歳
35.88822253,139.624153,おひさまにこにこ保育園,埼玉県さいたま市中央区上落合3-13-33ヤクルト与野センター2階,中央区,事業所内保育,048-749-1121,5,7:30～18:30,6か月～2歳
35.85853734,139.6475379,コバトン保育園,埼玉県さいたま市浦和区高砂3-14-21埼玉県職員会館1階,浦和区,事業所内保育,048-835-3201,4,8:00～19:00,2歳
35.836386,139.656965,つくしナーサリー,埼玉県さいたま市南区辻4-9-7,南区,事業所内保育,048-837-1188,16,7:45～18:45,1歳～2歳
35.8897679,139.6651955,コスモス保育園浦和山崎園,埼玉県さいたま市緑区山崎1-10-20,緑区,事業所内保育,048-711-1527,7,8:00～19:00,57日～2歳
35.8897679,139.6651955,コスモス保育園浦和山崎園第Ⅱ,埼玉県さいたま市緑区山崎1-10-20鈴やビル2階202,緑区,事業所内保育,048-711-1527,9,7:30～19:00,57日～2歳
35.95050794,139.6940255,はなにこmimi保育園,埼玉県さいたま市岩槻区本町3-1-1ワッツ西館1階,岩槻区,事業所内保育,048-795-6490,6,7:00～19:00,6か月～2歳
35.90322,139.6378,おむすび保育室,埼玉県さいたま市大宮区天沼町2-154-13,大宮区,家庭的保育,048-708-5454,5,7:00～18:30,3か月～2歳
35.91001867,139.6236836,つぼみ保育室,埼玉県さいたま市大宮区宮町5-13,大宮区,家庭的保育,048-606-4383,5,7:15～19:15,57日～2歳
35.88004574,139.622539,家庭保育室ちゅーりっぷ,埼玉県さいたま市中央区本町東2-10-20-101,中央区,家庭的保育,048-711-9288,5,7:30～19:00,7カ月～2歳
35.90601,139.57805,認定こども園愛徳幼稚園,埼玉県さいたま市西区プラザ36-11,西区,認定こども園,048-729-4600,140,7:30～19:30,6か月～5歳
35.91981527,139.5579776,認定こども園さしおうぎ幼稚園,埼玉県さいたま市西区宝来1175-1,西区,認定こども園,048-623-4321,72,7:30～18:30,1歳～5歳
35.90766,139.6205,認定こども園聖愛幼稚園,埼玉県さいたま市大宮区桜木町2-172,大宮区,認定こども園,048-643-3410,48,7:30～18:30,2歳～5歳
35.912601,139.615494,認定こども園大成幼稚園,埼玉県さいたま市大宮区大成町2-182-2、2-194,大宮区,認定こども園,048-663-2892,90,7:30～18:30,1歳～5歳
35.93225943,139.6748762,七里ふたばこども園,埼玉県さいたま市見沼区東宮下480,見沼区,認定こども園,048-689-3852,90,7:00～20:00,6か月～5歳
35.88546,139.63651,認定こども園与野あいし幼稚園,埼玉県さいたま市中央区下落合1030,中央区,認定こども園,048-831-6847,75,7:30～18:30,6か月～5歳
35.87610385,139.5980159,認定こども園おおとり幼稚園,埼玉県さいたま市桜区宿144,桜区,認定こども園,048-854-7801,158,7:00～19:00,1歳～5歳
35.856945,139.633438,認定こども園ひなどり幼稚園,埼玉県さいたま市桜区西堀2-6-18,桜区,認定こども園,048-861-4708,30,7:30～19:30,43日～5歳
35.857109,139.621435,認定こども園さかわ幼稚園,埼玉県さいたま市桜区栄和6-18-1,桜区,認定こども園,048-854-6856,93,7:30～18:30,1歳～5歳
35.87011782,139.6052973,認定こども園浦和こばと幼稚園,埼玉県さいたま市桜区大久保領家103-1,桜区,認定こども園,048-854-1350,138,7:30～18:30,1歳～5歳
35.86334,139.6624,認定こども園母の会,埼玉県さいたま市浦和区本太1-20-10、浦和区本太1-24-16,浦和区,認定こども園,048-882-9262,80,7:30～19:00,10か月～5歳
35.88202798,139.6498166,ひかり認定こども園,埼玉県さいたま市浦和区領家7-2-14,浦和区,認定こども園,048-831-2652,60,7:30～19:30,6か月～5歳
35.88038983,139.6464899,認定こども園双恵幼稚園,埼玉県さいたま市浦和区針ヶ谷1-21-24,浦和区,認定こども園,048-831-3705,48,7:30～18:30,2歳～5歳
35.836555,139.657384,認定こども園浦和つくし幼稚園,埼玉県さいたま市南区辻4-8-7,南区,認定こども園,048-837-1152,60,7:45～18:45,3歳～5歳
35.83703529,139.6305149,認定こども園　こどものにわ　西浦和幼稚園,埼玉県さいたま市南区曲本1-21-22,南区,認定こども園,048-862-3528,59,7:30～18:30,6か月～5歳
35.84097387,139.6537153,認定こども園浦和めぐみ幼稚園,埼玉県さいたま市南区白幡4-10-15,南区,認定こども園,048-863-8562,132,7:30～19:00,1歳～5歳
35.87861,139.69637,認定こども園桜美林幼稚園,埼玉県さいたま市緑区芝原3-24-5,緑区,認定こども園,048-873-4845,42,7:30～18:30,3歳～5歳
35.94925063,139.6937679,認定こども園岩槻ひかり,埼玉県さいたま市岩槻区本町1-3-3吉田ビル2階・4階,岩槻区,認定こども園,048-790-1166,25,6:00～20:00,57日～5歳
35.93145148,139.7327192,認定こども園岩槻ひまわり幼稚園,埼玉県さいたま市岩槻区飯塚233,岩槻区,認定こども園,048-798-1404,80,7:30～19:30,1歳～5歳
35.9479345,139.7014079,認定こども園恵泉幼稚園,埼玉県さいたま市岩槻区仲町1-12-10,岩槻区,認定こども園,048-756-0427,30,7:30～19:00,2歳～5歳
35.95265111,139.701678,認定こども園白菊幼稚園,埼玉県さいたま市岩槻区本町5-11-37,岩槻区,認定こども園,048-756-2402,37,7:00～19:00,2歳～5歳
35.913879,139.562729,さくらナースリー,埼玉県さいたま市西区西遊馬1320-1,西区,認可外保育,048-788-1885,19,,
35.917767,139.557739,ねがいの杜 すくすく保育園,埼玉県さいたま市西区西遊馬2021-25,西区,認可外保育,048-778-7272,16,,
35.929493,139.572998,ねがいの杜 のびのび保育園,埼玉県さいたま市西区西大宮2-33-10,西区,認可外保育,048-782-5482,19,,
35.931484,139.606491,ちゃいるどるーむきりんのおやこ,埼玉県さいたま市北区日進町2-754-9 グェンビル１階,北区,認可外保育,048-653-4009,10,,
35.943272,139.60939,ナーサリールームマザーリング,埼玉県さいたま市北区宮原町4-3-12,北区,認可外保育,048-652-0634,39,,
35.929821,139.608459,りとるうぃず日進保育園,埼玉県さいたま市北区日進町2-605,北区,認可外保育,048-782-8749,19,,
35.94215,139.608475,プリスクールマザーリング,埼玉県さいたま市北区宮原町3-475-2,北区,認可外保育,048-871-9239,12,,
35.946854,139.616302,キッズ倶楽部小麦,埼玉県さいたま市北区吉野町1-335-7,北区,認可外保育,048-778-8611,19,,
35.932701,139.622437,都市型保育園ポポラー埼玉ステラタウン園,埼玉県さいたま市北区宮原町1-854-1 ステラタウン薬局棟1階,北区,認可外保育,048-661-6030,34,,
35.92609,139.608902,That! English Preschool,埼玉県さいたま市北区日進町2-500-1,北区,認可外保育,048-782-9979,20,,
35.92025,139.623657,International Preschool Blue Dolphins大宮校,埼玉県さいたま市北区東大成町1-624-1 ベルデ大宮1階,北区,認可外保育,048-662-2810,46,,
35.921818,139.606308,ちびうさぎ保育園,埼玉県さいたま市北区櫛引町2-870 １F,北区,認可外保育,048-871-5738,10,,
35.902504,139.624161,フレンドリー保育園,埼玉県さいたま市大宮区桜木町1-281,大宮区,認可外保育,048-641-4710,10,,
35.912888,139.609924,ナーサリールーム西舘保育園,埼玉県さいたま市大宮区櫛引町1-568-1,大宮区,認可外保育,048-652-3027,38,,
35.906231,139.603516,三橋の森保育園,埼玉県さいたま市大宮区三橋1-1331,大宮区,認可外保育,048-641-1555,32,,
35.903706,139.623108,ひだまり保育園 大宮,埼玉県さいたま市大宮区桜木町1-182-1 村田ビル1階,大宮区,認可外保育,070-3357-5345,11,,
35.896694,139.634338,コクーン保育園,埼玉県さいたま市大宮区吉敷町4-263-8 コクーンシティパークサイドビル2階,大宮区,認可外保育,048-782-6245,30,,
35.910831,139.638,はぐはあとひまわり保育園クローバー,埼玉県さいたま市大宮区堀の内町1-419,大宮区,認可外保育,048-650-2040,40,,
35.910511,139.616547,ニチイキッズおおみや保育園,埼玉県さいたま市大宮区大成町1-22-1 ラ カーサ内田１階,大宮区,認可外保育,048-661-8511,18,,
35.904377,139.620132,じぶんみらい保育園大宮,埼玉県さいたま市大宮区桜木町1-9-22 シャルムビル1階,大宮区,認可外保育,048-644-2525,30,,
35.919556,139.616684,保育庵のはら,埼玉県さいたま市大宮区大成町3-267,大宮区,認可外保育,048-783-3223,12,,
35.897812,139.631042,ABC International Preschool,埼玉県さいたま市大宮区吉敷町4-17-3 菱友ビル,大宮区,認可外保育,048-643-7770,59,,
35.895111,139.63324,ABC International Preschool新都心校 FA教室,埼玉県さいたま市大宮区吉敷町4-262-5 K・Jビル,大宮区,認可外保育,048-643-7770,25,,
35.891598,139.637924,ウィズダムアカデミーさいたま新都心校,埼玉県さいたま市大宮区北袋町1-601-1 SHINTO CITY 1-D,大宮区,認可外保育,048-778-8971,40,,
35.91206,139.62648,SA和YAKA園,埼玉県さいたま市大宮区宮町3-18-1,大宮区,認可外保育,080-4750-3838,9,,
35.908714,139.624954,ママズスマイル大宮東口店,埼玉県さいたま市大宮区宮町1-39 斎藤ビル1階,大宮区,認可外保育,048-788-3093,12,,
35.926636,139.647049,キッズ＆ベビー保育園大和田園,埼玉県さいたま市見沼区大和田町1-939,見沼区,認可外保育,048-685-6444,26,,
35.948479,139.639694,じぶんみらい保育園 東大宮,埼玉県さいたま市見沼区東大宮4-1-4 トライフォース1-A,見沼区,認可外保育,048-664-0755,41,,
35.939453,139.64389,つくし保育園,埼玉県さいたま市見沼区東大宮1-84-18,見沼区,認可外保育,048-685-2176,18,,
35.947857,139.643494,ビーンズ インターナショナル プリスクール 東大宮校,埼玉県さいたま市見沼区東大宮5-32-10 2階・3階,見沼区,認可外保育,048-797-6061,64,,
35.935822,139.645309,みらLab園,埼玉県さいたま市見沼区大和田町2-897-2,見沼区,認可外保育,048-878-8886,6,,
35.902294,139.622116,リトル保育園大宮西口,埼玉県さいたま市中央区上落合9-17-1,中央区,認可外保育,048-852-1278,86,,
35.883163,139.63826,保育ルームKanon,埼玉県さいたま市中央区下落合1077 FSマンション1階,中央区,認可外保育,048-607-2233,33,,
35.900093,139.623169,ニチイキッズおおみや上落合保育園,埼玉県さいたま市中央区上落合8-3-32 ホームズさいたま中央店 2階,中央区,認可外保育,048-840-0720,36,,
35.90144,139.620651,保育所ちびっこランド上落合園,埼玉県さいたま市中央区上落合8-14-18 1階,中央区,認可外保育,048-816-3918,29,,
35.880974,139.636765,キッズ大陸さいたま与野園,埼玉県さいたま市中央区新中里5-14-19,中央区,認可外保育,048-823-7111,300,,
35.891716,139.625351,ちびっこランド北与野園,埼玉県さいたま市中央区上落合3-7-13 北与野ハイツアクア1階,中央区,認可外保育,048-851-5500,33,,
